protein_annotation	regex_label	manual_label	label_id
Thrombospondin-related anonymous protein	proper	proper	2
thrombospondin-related anonymous protein	proper	proper	2
Putative helicase-phage associated protein	proper	proper	2
Peptidase M23 family protein	proper	proper	2
SEC10/PgrA surface exclusion domain protein	proper	proper	2
Peptidase S14 ClpP	proper	proper	2
TraG_N domain-containing protein	proper	proper	2
Phenylalanine--tRNA ligase beta subunit	proper	proper	2
Kelch repeat and BTB domain containing 6	proper	proper	2
Putative ribonucleotide reductase, beta subunit	proper	proper	2
Putative defective protein IntQ	proper	proper	2
Putative aspartate beta-hydroxylase domain-containing protein 2-like	proper	proper	2
DUF4376 domain-containing protein	low informative	low	1
Putative SAM dependent methyltransferase	proper	proper	2
Phage-related protein, tail component	proper	proper	2
SbcD_rel_arch: putative phosphoesterase	proper	proper	2
podocin	proper	proper	2
Exonuclease VIII, 5'-3' specific dsDNA exonuclease	proper	proper	2
AAA-type ATPase family protein isoform 2	proper	proper	2
Ribulose-phosphate 3-epimerase	proper	proper	2
Phage-derived protein	proper	uninformative	0
YclG	proper	proper	2
RecD DNA helicase YrrC	proper	proper	2
Spermidine N1-acetyltransferase	proper	proper	2
Phage-like endonuclease	proper	proper	2
Phage portal protein, SPP1 Gp6-like	proper	proper	2
TOP2B protein	proper	proper	2
Baseplate wedge initiator	proper	proper	2
TelA-like protein	proper	proper	2
Calcium dependent mitochondrial carrier protein	proper	proper	2
complement C1q tumor necrosis factor-related protein 4	proper	proper	2
peroxisome biogenesis factor 1-like isoform X5	proper	proper	2
DNA recombination-dependent growth factor	proper	proper	2
WGS project CALM00000000 data, contig 556	proper	uninformative	0
26S proteasome regulatory subunit 6B	proper	proper	2
DUF4157 domain-containing protein	low informative	low	1
SLAF6 protein	proper	proper	2
CEACAM1 isoform 4	proper	proper	2
Signal peptide peptidase SppA, 36K type	proper	proper	2
ODA11 protein	proper	proper	2
Sensory transduction protein lytT	proper	proper	2
Lactose operon transcription activator family protein	proper	proper	2
ATPase related to the helicase subunit of the Holliday junction resolvase	proper	proper	2
Nucleotide excision repair protein	proper	proper	2
NAD(P)-binding Rossmann-fold superfamily protein	proper	proper	2
HAD hydrolase, family IA, variant 1	proper	proper	2
[SSU ribosomal protein S5P]-alanine acetyltransferase	proper	proper	2
Penta-phosphate guanosine-3'-pyrophosphohydrolase	proper	proper	2
Kelch repeat protein	proper	proper	2
Putative peptidase C1-like protein	proper	proper	2
Predicted SAM-depedendent methyltransferase	proper	proper	2
Mu phage major head subunit	proper	proper	2
Homolog to phiHAP-1 protein gp45	proper	uninformative	0
Prohibitin subunit	proper	proper	2
DNA-binding CsgD family transcriptional regulator	proper	proper	2
Phage-related bacteriophage lysozyme	proper	proper	2
Single-stranded DNA-binding protein DdrA	proper	proper	2
Nuclease (SNase)	proper	proper	2
Electron transporter	proper	proper	2
Protein chain release factor A	proper	proper	2
Collagenous repeat-containing protein	proper	proper	2
helicase-like transcription factor CHR28 isoform X7	proper	proper	2
ECF sigma factor	proper	proper	2
Mo25-like protein	proper	proper	2
RmlD substrate binding domain protein	proper	proper	2
Protein HK97 gp10 family protein	proper	uninformative	0
DUF1554 domain-containing protein	low informative	low	1
O-acetyl-ADP-ribose deacetylase-like protein	proper	proper	2
DNA ligase 3-like	proper	proper	2
Putative variable tail fiber protein	proper	proper	2
MSHA biogenesis protein, MshQ	proper	proper	2
GpF1	proper	uninformative	0
Aspergillus niger contig An09c0170, genomic contig	proper	uninformative	0
DnaD and phage-associated domain protein	proper	proper	2
Transfer protein Tra	proper	proper	2
HSP40/DnaJ peptide-binding domain containing protein	proper	proper	2
Asparagine synthetase	proper	proper	2
Deoxycytidylate deaminase, dCMP deaminase	proper	proper	2
MazG-like family protein	proper	proper	2
UDP-N-acetylglucosamine 2-epimerase (Non-hydrolyzing)	proper	proper	2
RNA-directed DNA polymerase from transposon BS	proper	proper	2
Putative phage phi-C31 gp36 major capsid-like protein	proper	proper	2
HNH Cas9-type domain-containing protein	proper	proper	2
Thrombospondin type 3 repeat-containing protein	proper	proper	2
Putative SPP1 gp7 family phage head morphogenesis protein	proper	proper	2
Peptidoglycan hydrolase	proper	proper	2
WGS project CAEQ00000000 data, annotated contig 1384	proper	uninformative	0
PF10758 domain protein	proper	low	1
DNA helicase/exodeoxyribonuclease V, subunit B	proper	proper	2
uncharacterized protein LOC106161617	uninformative	uninformative	0
FIG006036: phage encoded DNA polymerase I	proper	proper	2
Integrase domain protein SAM domain protein	proper	proper	2
Predicted phosphoesterase (MutT family)	proper	proper	2
Ribosome maturation factor RimP	proper	proper	2
Peptidase U35 family protein	proper	proper	2
DNA polymerase I family protein with 3'-5'-exonuclease and polymerase domain	proper	proper	2
RDD family protein	proper	proper	2
Protein YeeZ	proper	proper	2
Kelch 3 and Kelch 4 and Cytochrom B561 domain con taining protein	proper	proper	2
26S proteasome ATPase subunit	proper	proper	2
DIRP domain-containing protein	proper	proper	2
DHFR domain-containing protein	proper	proper	2
Integrase (Gifsy-1 prophage protein)	proper	proper	2
Uncharacterized N-acetyltransferase YycN	proper	proper	2
Lysophospholipase L1 or related esterase	proper	proper	2
Polyketide synthase, putative	proper	proper	2
Antirepressor protein ANT	proper	proper	2
RNA 3'-terminal phosphate cyclase	proper	proper	2
Phage-related membrane protein	proper	proper	2
C2H2-type domain-containing protein	proper	proper	2
Ren protein	proper	proper	2
Putative phosphopantothenate-cysteine ligase (CTP)	proper	proper	2
Putative two-component system response regulator	proper	proper	2
RNA polymerase sigma24 factor	proper	proper	2
Replication factor C, subunit 4	proper	proper	2
Chd1l protein	proper	proper	2
N4 gp67-like protein	proper	uninformative	0
uncharacterized protein LOC113795291	uninformative	uninformative	0
TIR protein	proper	proper	2
Probable DNA polymerase III epsilon chain	proper	proper	2
LNS2 domain-containing protein	proper	proper	2
SsDNA-dependent ATPase MGS1	proper	proper	2
LysR family transcriptional regulator, cyn operon transcriptional activator	proper	proper	2
Conserved protein with nucleoside triphosphate hydrolase domain	proper	proper	2
Putative phage major tail protein, TP901-1 family	proper	proper	2
manganese and iron superoxide dismutase	proper	proper	2
DNA-directed RNA polymerase subunit beta 1	proper	proper	2
Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	proper	proper	2
Rab9 effector protein with kelch motif isoform A	proper	proper	2
DNA repair protein RAD57	proper	proper	2
DNA cytosine-5--methyltransferase 3	proper	proper	2
Uncharacterized LOC110005458	proper	uninformative	0
HTH-type transcriptional regulator GltC	proper	proper	2
Chromodomain Y-like protein	proper	proper	2
6-phosphofructokinase	proper	proper	2
Ubiquitin-associated domain/translation elongation factor EF-Ts	proper	proper	2
Peptidoglycan lytic protein P45	proper	proper	2
Putative inactive ATP-dependent zinc metalloprotease FTSHI 4, chloroplastic isoform D	proper	proper	2
Prophage repressor	proper	proper	2
DNA-binding transcriptional regulator, PadR family	proper	proper	2
(+)RNA virus helicase C-terminal domain-containing protein	proper	proper	2
Phosphoesterase	proper	proper	2
Putative zinc binding protein	proper	proper	2
Hin recombinase	proper	proper	2
Cell division protease ftsH	proper	proper	2
Kel1/Kel2	proper	proper	2
1,2-diacylglycerol 3-alpha-glucosyltransferase	proper	proper	2
Unplaced genomic scaffold supercont2.7, whole genome shotgun sequence	uninformative	uninformative	0
Tail component of prophage protein	proper	proper	2
Putative effector protein	proper	proper	2
Conserved hypothetical fusion protein	proper	uninformative	0
AP2 domain	proper	proper	2
Diheme cytochrome c NapB	proper	proper	2
SprT family	proper	proper	2
HIR1 protein	proper	proper	2
FAD-dependent pyridine nucleotide-disulphide oxidoreductase	proper	proper	2
kelch-like protein 13	proper	proper	2
Type III restriction enzyme, res subunit:DEAD/DEAH box helicase	proper	proper	2
Fucolectin	proper	proper	2
Muramidase	proper	proper	2
Putative phage-associated protein-like protein	proper	uninformative	0
ATP-dependent zinc metalloprotease FTSH 5, mitochondrial	proper	proper	2
IPT/TIG domain	proper	proper	2
Putative phage regulatory protein Rha family	proper	proper	2
O-acetyl-ADP-ribose deacetylase 1 isoform X2	proper	proper	2
Plasmid stablization protein ParB	proper	proper	2
Putative Virulence-associated E	proper	proper	2
Complex I-B14.5a	proper	proper	2
Uncharacterized protein YmfQ in lambdoid prophage, DUF2313 family	low informative	low	1
Kelch repeat and BTB domain-containing protein 13-like	proper	proper	2
Transcriptional initiation protein Tat	proper	proper	2
Phosphoribosyl pyrophosphate synthetase associated protein 2	proper	proper	2
Ribonuclease HII	proper	proper	2
Bacteriophage head to tail connecting family protein	proper	proper	2
LADLIDADG maturase/endonuclease-like protein	proper	proper	2
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase	proper	proper	2
Toxin CdiA	proper	proper	2
Peptidase_M14 domain-containing protein	proper	proper	2
Os12g0470700 protein	proper	uninformative	0
Putative VWA domain-containing protein	proper	proper	2
Deaminase	proper	proper	2
Prophage minor tail protein Z	proper	proper	2
CTP_transf_like domain-containing protein	proper	proper	2
Ring canal kelch protein	proper	proper	2
Nucleoside-diphosphate-sugar pyrophosphorylase	proper	proper	2
Spermatogenesis-associated protein 5-like protein 1	proper	proper	2
F-box kelch-repeat At3g27150	proper	proper	2
Putative mitochondrial chaperone BCS1-B-like	proper	proper	2
DNA topoisomerase IV subunit B	proper	proper	2
Brm protein	proper	proper	2
Uracil-DNA glycosylase family protein	proper	proper	2
Putative transcriptional repressor	proper	proper	2
Periplasmic binding family protein (Modular protein)	proper	proper	2
Homing endonuclease I-DmoI	proper	proper	2
Ion_trans_2 domain-containing protein	proper	proper	2
Putative ATP-dependent exoDNAse (Exonuclease V) alpha subunit	proper	proper	2
Protein disulfide isomerase, putative	proper	proper	2
Putative chaperone protein	proper	proper	2
Uncharacterized protein DUF4091	low informative	low	1
GTP cyclohydrolase-2	proper	proper	2
Transcriptional regulator, rpiR family	proper	proper	2
DUF1737 domain-containing protein	low informative	low	1
Putative GTPase	proper	proper	2
Phosphopantothenate-cysteine ligase/phosphopantothenoylcysteine decarboxylase	proper	proper	2
Phage minor tail protein L	proper	proper	2
Putative internal virion protein	proper	low	1
Galactokinase	proper	proper	2
Contig93, whole genome shotgun sequence	uninformative	uninformative	0
Putative Peptidase M23 family protein	proper	proper	2
Conjugation with cellular fusion-related protein	proper	proper	2
Complement component 1, q subcomponent-like protein	proper	proper	2
Outer membrane lipoprotein	proper	proper	2
Nicotinamide phosphoribosyltransferase b	proper	proper	2
Bifunctional non-homologous end joining protein LigD	proper	proper	2
Phage baseplate assembly protein	proper	proper	2
Cold-shock-like DNA binding protein	proper	proper	2
Thiamine biosynthesis protein ThiS	proper	proper	2
Capsid related protein	proper	proper	2
INTEIN_C_TER domain-containing protein	proper	proper	2
Uncharacterized protein DUF1320	low informative	low	1
P22 coat protein-gene protein 5	proper	proper	2
Virulence-associated E domain protein	proper	proper	2
Ribonucleoside-diphosphate reductase small chain A isoform 1	proper	proper	2
ribonucleoside-diphosphate reductase subunit M2 isoform X2	proper	proper	2
Cupin domain protein	proper	proper	2
Immunoglobulin-binding regulator A-like protein	proper	proper	2
Cell surface protein	proper	low	1
Type-4 uracil-DNA glycosylase	proper	proper	2
Putative morphogenetic function	proper	proper	2
Sugar transferase involved in LPS biosynthesis (Colanic, teichoic acid)	proper	proper	2
Phenylpropionate dioxygenase ferredoxin reductase subunit	proper	proper	2
QbsD	proper	proper	2
Pyridine nucleotide-disulfide oxidoreductase/Reductase C-terminal	proper	proper	2
Phosphoribosyl pyrophosphate synthetase, putative	proper	proper	2
DUF1257 domain-containing protein	low informative	low	1
NUMOD4 motif	proper	proper	2
Tubulin	proper	proper	2
Putative surface/cell-adhesion protein, multiple big2 domain	proper	proper	2
Putative GPW / gp25 family	proper	proper	2
ARAD1D44022p	proper	uninformative	0
Zinc-type alcohol dehydrogenase	proper	proper	2
uncharacterized protein LOC115023694	uninformative	uninformative	0
DUF4185 domain-containing protein	low informative	low	1
Reverse transcriptase, RNaseH, putative	proper	proper	2
kelch-like protein 7 isoform X2	proper	proper	2
Spore germination cell wall hydrolase CwlJ-like protein	proper	proper	2
Proteasome subunit beta type-8	proper	proper	2
Protein NolC	proper	proper	2
uncharacterized protein LOC117647892	uninformative	uninformative	0
Putative Phthiocerol synthesis polyketide synthase type I PpsC	proper	proper	2
Alkylated DNA repair protein alkB homolog 8	proper	proper	2
Mu tail sheath family protein	proper	proper	2
BRO domain-containing protein	proper	proper	2
XkdW protein	proper	proper	2
CRISPR-associated protein Cas2	proper	proper	2
NODE_11, whole genome shotgun sequence	uninformative	uninformative	0
ARAD1D14344p	proper	uninformative	0
Putative endonuclease I	proper	proper	2
Ap4A hydrolase	proper	proper	2
PEP-CTERM motif protein	proper	proper	2
Gamma-Glu-GABA hydrolase	proper	proper	2
Polysaccharide deacetylase domain-containing protein	proper	proper	2
Cation transporter ChaC-like protein	proper	proper	2
Chitooligosaccharide deacetylase	proper	proper	2
Numod4 motif family protein	proper	proper	2
erlin-2-like	proper	proper	2
3Beta_HSD domain-containing protein	proper	proper	2
Probable mitochondrial chaperone bcs1-b	proper	proper	2
CP4-like integrase	proper	proper	2
Mitochondrial chaperone	proper	proper	2
DUF853 family protein	low informative	low	1
UPF0200 protein AYL32_014580	proper	low	1
